TRENT,TRENT.NS,,,,,,,,,
NAVINFLUOR,NAVINFLUOR.NS,,,,,,,,,
ZYDUSLIFE,ZYDUSLIFE.NS,,,,,,,,,
ALKYLAMINE,ALKYLAMINE.NS,,,,,,,,,
SUMICHEM,SUMICHEM.NS,,,,,,,,,
LUXIND,LUXIND.NS,,,,,,,,,
VIJAYA,VIJAYA.NS,,,,,,,,,
METROBRAND,METROBRAND.NS,,,,,,,,,
BALKRISIND,BALKRISIND.NS,,,,,,,,,
APLLTD,APLLTD.NS,,,,,,,,,
ASTRAZEN,ASTRAZEN.NS,,,,,,,,,
RHIM,RHIM.NS,,,,,,,,,
LODHA,LODHA.NS,,,,,,,,,
APLAPOLLO,APLAPOLLO.NS,,,,,,,,,
APTUS,APTUS.NS,,,,,,,,,
AUROPHARMA,AUROPHARMA.NS,,,,,,,,,
PAGEIND,PAGEIND.NS,,,,,,,,,
MRF,MRF.NS,,,,,,,,,
DELHIVERY,DELHIVERY.NS,,,,,,,,,
CERA,CERA.NS,,,,,,,,,
COROMANDEL,COROMANDEL.NS,,,,,,,,,
CGCL,CGCL.NS,,,,,,,,,
GOCOLORS,GOCOLORS.NS,,,,,,,,,
LINDEINDIA,LINDEINDIA.NS,,,,,,,,,
GARFIBRES,GARFIBRES.NS,,,,,,,,,
M&MFIN,M&MFIN.NS,,,,,,,,,
SYNGENE,SYNGENE.NS,,,,,,,,,
SUPREMEIND,SUPREMEIND.NS,,,,,,,,,
SUNDARMFIN,SUNDARMFIN.NS,,,,,,,,,
DCMSHRIRAM,DCMSHRIRAM.NS,,,,,,,,,
POWERINDIA,POWERINDIA.NS,,,,,,,,,
SKFINDIA,SKFINDIA.NS,,,,,,,,,
IIFL,IIFL.NS,,,,,,,,,
ECLERX,ECLERX.NS,,,,,,,,,
SHRIRAMFIN,SHRIRAMFIN.NS,,,,,,,,,
PRAJIND,PRAJIND.NS,,,,,,,,,
ZFCVINDIA,ZFCVINDIA.NS,,,,,,,,,
JYOTHYLAB,JYOTHYLAB.NS,,,,,,,,,
IPCALAB,IPCALAB.NS,,,,,,,,,
JUBLINGREA,JUBLINGREA.NS,,,,,,,,,
MANYAVAR,MANYAVAR.NS,,,,,,,,,
EXIDEIND,EXIDEIND.NS,,,,,,,,,
BASF,BASF.NS,,,,,,,,,
PGHL,PGHL.NS,,,,,,,,,
UTIAMC,UTIAMC.NS,,,,,,,,,
CROMPTON,CROMPTON.NS,,,,,,,,,
ROSSARI,ROSSARI.NS,,,,,,,,,
CASTROLIND,CASTROLIND.NS,,,,,,,,,
AVANTIFEED,AVANTIFEED.NS,,,,,,,,,
CLEAN,CLEAN.NS,,,,,,,,,
TATACOFFEE,TATACOFFEE.NS,,,,,,,,,
INDIACEM,INDIACEM.NS,,,,,,,,,
CARBORUNIV,CARBORUNIV.NS,,,,,,,,,
FSL,FSL.NS,,,,,,,,,
CHOLAHLDNG,CHOLAHLDNG.NS,,,,,,,,,
RAMCOCEM,RAMCOCEM.NS,,,,,,,,,
CGPOWER,CGPOWER.NS,,,,,,,,,
MAHLIFE,MAHLIFE.NS,,,,,,,,,
BRIGADE,BRIGADE.NS,,,,,,,,,
ALKEM,ALKEM.NS,,,,,,,,,
MAHINDCIE,MAHINDCIE.NS,,,,,,,,,
GRINDWELL,GRINDWELL.NS,,,,,,,,,
CAPLIPOINT,CAPLIPOINT.NS,,,,,,,,,
MSUMI,MSUMI.NS,,,,,,,,,
BAYERCROP,BAYERCROP.NS,,,,,,,,,
PERSISTENT,PERSISTENT.NS,,,,,,,,,
SUVENPHAR,SUVENPHAR.NS,,,,,,,,,
VMART,VMART.NS,,,,,,,,,
KALPATPOWR,KALPATPOWR.NS,,,,,,,,,
STARHEALTH,STARHEALTH.NS,,,,,,,,,
SUPRAJIT,SUPRAJIT.NS,,,,,,,,,
OBEROIRLTY,OBEROIRLTY.NS,,,,,,,,,
KEC,KEC.NS,,,,,,,,,
DALBHARAT,DALBHARAT.NS,,,,,,,,,
MEDPLUS,MEDPLUS.NS,,,,,,,,,
GLAXO,GLAXO.NS,,,,,,,,,
FDC,FDC.NS,,,,,,,,,
EPL,EPL.NS,,,,,,,,,
NATCOPHARM,NATCOPHARM.NS,,,,,,,,,
CHALET,CHALET.NS,,,,,,,,,
HINDZINC,HINDZINC.NS,,,,,,,,,
OLECTRA,OLECTRA.NS,,,,,,,,,
DELTACORP,DELTACORP.NS,,,,,,,,,
VGUARD,VGUARD.NS,,,,,,,,,
IGL,IGL.NS,,,,,,,,,
SHYAMMETL,SHYAMMETL.NS,,,,,,,,,
TIINDIA,TIINDIA.NS,,,,,,,,,
GLENMARK,GLENMARK.NS,,,,,,,,,
PRIVISCL,PRIVISCL.NS,,,,,,,,,
CESC,CESC.NS,,,,,,,,,
TCNSBRANDS,TCNSBRANDS.NS,,,,,,,,,
TANLA,TANLA.NS,,,,,,,,,
JMFINANCIL,JMFINANCIL.NS,,,,,,,,,
PHOENIXLTD,PHOENIXLTD.NS,,,,,,,,,
PETRONET,PETRONET.NS,,,,,,,,,
LTTS,LTTS.NS,,,,,,,,,
INDOCO,INDOCO.NS,,,,,,,,,
TATAELXSI,TATAELXSI.NS,,,,,,,,,
RAIN,RAIN.NS,,,,,,,,,
SUNDRMFAST,SUNDRMFAST.NS,,,,,,,,,
CUMMINSIND,CUMMINSIND.NS,,,,,,,,,
NUVOCO,NUVOCO.NS,,,,,,,,,
PCBL,PCBL.NS,,,,,,,,,
GODREJAGRO,GODREJAGRO.NS,,,,,,,,,
LUPIN,LUPIN.NS,,,,,,,,,
ABBOTINDIA,ABBOTINDIA.NS,,,,,,,,,
REDINGTON,REDINGTON.NS,,,,,,,,,
SYMPHONY,SYMPHONY.NS,,,,,,,,,
MAXHEALTH,MAXHEALTH.NS,,,,,,,,,
SFL,SFL.NS,,,,,,,,,
HONAUT,HONAUT.NS,,,,,,,,,
KPRMILL,KPRMILL.NS,,,,,,,,,
BHARATFORG,BHARATFORG.NS,,,,,,,,,
COFORGE,COFORGE.NS,,,,,,,,,
RADICO,RADICO.NS,,,,,,,,,
ASTERDM,ASTERDM.NS,,,,,,,,,
SANOFI,SANOFI.NS,,,,,,,,,
KNRCON,KNRCON.NS,,,,,,,,,
ELGIEQUIP,ELGIEQUIP.NS,,,,,,,,,
HGS,HGS.NS,,,,,,,,,
CCL,CCL.NS,,,,,,,,,
GUJALKALI,GUJALKALI.NS,,,,,,,,,
BBTC,BBTC.NS,,,,,,,,,
MAHLOG,MAHLOG.NS,,,,,,,,,
OFSS,OFSS.NS,,,,,,,,,
SUDARSCHEM,SUDARSCHEM.NS,,,,,,,,,
DBL,DBL.NS,,,,,,,,,
AETHER,AETHER.NS,,,,,,,,,
GRANULES,GRANULES.NS,,,,,,,,,
VOLTAS,VOLTAS.NS,,,,,,,,,
MGL,MGL.NS,,,,,,,,,
INDIGOPNTS,INDIGOPNTS.NS,,,,,,,,,
CENTURYTEX,CENTURYTEX.NS,,,,,,,,,
SCHAEFFLER,SCHAEFFLER.NS,,,,,,,,,
CAMS,CAMS.NS,,,,,,,,,
ASAHIINDIA,ASAHIINDIA.NS,,,,,,,,,
VARROC,VARROC.NS,,,,,,,,,
RELAXO,RELAXO.NS,,,,,,,,,
JBCHEPHARM,JBCHEPHARM.NS,,,,,,,,,
POLYPLEX,POLYPLEX.NS,,,,,,,,,
ASHOKLEY,ASHOKLEY.NS,,,,,,,,,
MASTEK,MASTEK.NS,,,,,,,,,
BHARATRAS,BHARATRAS.NS,,,,,,,,,
EDELWEISS,EDELWEISS.NS,,,,,,,,,
SOLARINDS,SOLARINDS.NS,,,,,,,,,
MOIL,MOIL.NS,,,,,,,,,
RBA,RBA.NS,,,,,,,,,
TATAINVEST,TATAINVEST.NS,,,,,,,,,
UBL,UBL.NS,,,,,,,,,
PFIZER,PFIZER.NS,,,,,,,,,
SWSOLAR,SWSOLAR.NS,,,,,,,,,
ABSLAMC,ABSLAMC.NS,,,,,,,,,
IEX,IEX.NS,,,,,,,,,
NCC,NCC.NS,,,,,,,,,
FLUOROCHEM,FLUOROCHEM.NS,,,,,,,,,
CHEMPLASTS,CHEMPLASTS.NS,,,,,,,,,
DEEPAKNTR,DEEPAKNTR.NS,,,,,,,,,
MANAPPURAM,MANAPPURAM.NS,,,,,,,,,
HINDPETRO,HINDPETRO.NS,,,,,,,,,
GESHIP,GESHIP.NS,,,,,,,,,
NOCIL,NOCIL.NS,,,,,,,,,
JSWENERGY,JSWENERGY.NS,,,,,,,,,
UFLEX,UFLEX.NS,,,,,,,,,
ANGELONE,ANGELONE.NS,,,,,,,,,
JKCEMENT,JKCEMENT.NS,,,,,,,,,
HAPPSTMNDS,HAPPSTMNDS.NS,,,,,,,,,
GODREJIND,GODREJIND.NS,,,,,,,,,
INDIAMART,INDIAMART.NS,,,,,,,,,
HFCL,HFCL.NS,,,,,,,,,
AUBANK,AUBANK.NS,,,,,,,,,
SUNTV,SUNTV.NS,,,,,,,,,
IRB,IRB.NS,,,,,,,,,
HEG,HEG.NS,,,,,,,,,
FORTIS,FORTIS.NS,,,,,,,,,
JAMNAAUTO,JAMNAAUTO.NS,,,,,,,,,
TATACHEM,TATACHEM.NS,,,,,,,,,
KANSAINER,KANSAINER.NS,,,,,,,,,
NH,NH.NS,,,,,,,,,
IFBIND,IFBIND.NS,,,,,,,,,
ROUTE,ROUTE.NS,,,,,,,,,
MAPMYINDIA,MAPMYINDIA.NS,,,,,,,,,
ANURAS,ANURAS.NS,,,,,,,,,
HLEGLAS,HLEGLAS.NS,,,,,,,,,
AMBER,AMBER.NS,,,,,,,,,
ALOKINDS,ALOKINDS.NS,,,,,,,,,
GODREJPROP,GODREJPROP.NS,,,,,,,,,
FINEORG,FINEORG.NS,,,,,,,,,
CRISIL,CRISIL.NS,,,,,,,,,
SAIL,SAIL.NS,,,,,,,,,
CDSL,CDSL.NS,,,,,,,,,
TVSMOTOR,TVSMOTOR.NS,,,,,,,,,
NBCC,NBCC.NS,,,,,,,,,
LATENTVIEW,LATENTVIEW.NS,,,,,,,,,
MOTILALOFS,MOTILALOFS.NS,,,,,,,,,
SHOPERSTOP,SHOPERSTOP.NS,,,,,,,,,
SOBHA,SOBHA.NS,,,,,,,,,
RTNINDIA,RTNINDIA.NS,,,,,,,,,
CYIENT,CYIENT.NS,,,,,,,,,
BATAINDIA,BATAINDIA.NS,,,,,,,,,
GMMPFAUDLR,GMMPFAUDLR.NS,,,,,,,,,
EIDPARRY,EIDPARRY.NS,,,,,,,,,
GPPL,GPPL.NS,,,,,,,,,
BSOFT,BSOFT.NS,,,,,,,,,
JUBLPHARMA,JUBLPHARMA.NS,,,,,,,,,
BSE,BSE.NS,,,,,,,,,
IDFC,IDFC.NS,,,,,,,,,
VIPIND,VIPIND.NS,,,,,,,,,
PRINCEPIPE,PRINCEPIPE.NS,,,,,,,,,
ABB,ABB.NS,,,,,,,,,
SIS,SIS.NS,,,,,,,,,
MCX,MCX.NS,,,,,,,,,
POONAWALLA,POONAWALLA.NS,,,,,,,,,
ISEC,ISEC.NS,,,,,,,,,
ASTRAL,ASTRAL.NS,,,,,,,,,
TORNTPOWER,TORNTPOWER.NS,,,,,,,,,
LALPATHLAB,LALPATHLAB.NS,,,,,,,,,
ENDURANCE,ENDURANCE.NS,,,,,,,,,
FINPIPE,FINPIPE.NS,,,,,,,,,
BALAMINES,BALAMINES.NS,,,,,,,,,
MMTC,MMTC.NS,,,,,,,,,
ABFRL,ABFRL.NS,,,,,,,,,
HATSUN,HATSUN.NS,,,,,,,,,
EQUITASBNK,EQUITASBNK.NS,,,,,,,,,
INOXLEISUR,INOXLEISUR.NS,,,,,,,,,
TRITURBINE,TRITURBINE.NS,,,,,,,,,
TCI,TCI.NS,,,,,,,,,
NLCINDIA,NLCINDIA.NS,,,,,,,,,
YESBANK,YESBANK.NS,,,,,,,,,
NATIONALUM,NATIONALUM.NS,,,,,,,,,
FEDERALBNK,FEDERALBNK.NS,,,,,,,,,
GRAPHITE,GRAPHITE.NS,,,,,,,,,
PRESTIGE,PRESTIGE.NS,,,,,,,,,
HIKAL,HIKAL.NS,,,,,,,,,
BALRAMCHIN,BALRAMCHIN.NS,,,,,,,,,
RALLIS,RALLIS.NS,,,,,,,,,
KARURVYSYA,KARURVYSYA.NS,,,,,,,,,
AJANTPHARM,AJANTPHARM.NS,,,,,,,,,
GSPL,GSPL.NS,,,,,,,,,
GMRINFRA,GMRINFRA.NS,,,,,,,,,
PRSMJOHNSN,PRSMJOHNSN.NS,,,,,,,,,
METROPOLIS,METROPOLIS.NS,,,,,,,,,
SJVN,SJVN.NS,,,,,,,,,
PVR,PVR.NS,,,,,,,,,
CAMPUS,CAMPUS.NS,,,,,,,,,
UCOBANK,UCOBANK.NS,,,,,,,,,
PNBHOUSING,PNBHOUSING.NS,,,,,,,,,
CUB,CUB.NS,,,,,,,,,
INTELLECT,INTELLECT.NS,,,,,,,,,
TATACOMM,TATACOMM.NS,,,,,,,,,
VTL,VTL.NS,,,,,,,,,
DEEPAKFERT,DEEPAKFERT.NS,,,,,,,,,
RAJESHEXPO,RAJESHEXPO.NS,,,,,,,,,
ZEEL,ZEEL.NS,,,,,,,,,
EMAMILTD,EMAMILTD.NS,,,,,,,,,
WELCORP,WELCORP.NS,,,,,,,,,
DHANI,DHANI.NS,,,,,,,,,
CENTURYPLY,CENTURYPLY.NS,,,,,,,,,
ITI,ITI.NS,,,,,,,,,
KRBL,KRBL.NS,,,,,,,,,
IDFCFIRSTB,IDFCFIRSTB.NS,,,,,,,,,
DEVYANI,DEVYANI.NS,,,,,,,,,
FINCABLES,FINCABLES.NS,,,,,,,,,
GRINFRA,GRINFRA.NS,,,,,,,,,
L&TFH,L&TFH.NS,,,,,,,,,
GNFC,GNFC.NS,,,,,,,,,
TEAMLEASE,TEAMLEASE.NS,,,,,,,,,
KPITTECH,KPITTECH.NS,,,,,,,,,
MTARTECH,MTARTECH.NS,,,,,,,,,
ESCORTS,ESCORTS.NS,,,,,,,,,
JBMA,JBMA.NS,,,,,,,,,
OIL,OIL.NS,,,,,,,,,
JKPAPER,JKPAPER.NS,,,,,,,,,
NHPC,NHPC.NS,,,,,,,,,
CONCOR,CONCOR.NS,,,,,,,,,
WHIRLPOOL,WHIRLPOOL.NS,,,,,,,,,
3MINDIA,3MINDIA.NS,,,,,,,,,
MRPL,MRPL.NS,,,,,,,,,
AFFLE,AFFLE.NS,,,,,,,,,
JUSTDIAL,JUSTDIAL.NS,,,,,,,,,
SPARC,SPARC.NS,,,,,,,,,
HUDCO,HUDCO.NS,,,,,,,,,
LICHSGFIN,LICHSGFIN.NS,,,,,,,,,
WOCKPHARMA,WOCKPHARMA.NS,,,,,,,,,
VAIBHAVGBL,VAIBHAVGBL.NS,,,,,,,,,
CSBBANK,CSBBANK.NS,,,,,,,,,
STLTECH,STLTECH.NS,,,,,,,,,
NETWORK18,NETWORK18.NS,,,,,,,,,
IDBI,IDBI.NS,,,,,,,,,
POLYMED,POLYMED.NS,,,,,,,,,
CEATLTD,CEATLTD.NS,,,,,,,,,
BLUEDART,BLUEDART.NS,,,,,,,,,
RECLTD,RECLTD.NS,,,,,,,,,
NAM-INDIA,NAM-INDIA.NS,,,,,,,,,
CANFINHOME,CANFINHOME.NS,,,,,,,,,
TEJASNET,TEJASNET.NS,,,,,,,,,
ABCAPITAL,ABCAPITAL.NS,,,,,,,,,
TTKPRESTIG,TTKPRESTIG.NS,,,,,,,,,
WELSPUNIND,WELSPUNIND.NS,,,,,,,,,
GSFC,GSFC.NS,,,,,,,,,
BANKINDIA,BANKINDIA.NS,,,,,,,,,
THYROCARE,THYROCARE.NS,,,,,,,,,
IBREALEST,IBREALEST.NS,,,,,,,,,
KIMS,KIMS.NS,,,,,,,,,
BDL,BDL.NS,,,,,,,,,
PFC,PFC.NS,,,,,,,,,
NAZARA,NAZARA.NS,,,,,,,,,
TRIDENT,TRIDENT.NS,,,,,,,,,
RAINBOW,RAINBOW.NS,,,,,,,,,
BHEL,BHEL.NS,,,,,,,,,
SHARDACROP,SHARDACROP.NS,,,,,,,,,
INDIANB,INDIANB.NS,,,,,,,,,
HINDCOPPER,HINDCOPPER.NS,,,,,,,,,
EASEMYTRIP,EASEMYTRIP.NS,,,,,,,,,
IOB,IOB.NS,,,,,,,,,
INFIBEAM,INFIBEAM.NS,,,,,,,,,
RVNL,RVNL.NS,,,,,,,,,
CENTRALBK,CENTRALBK.NS,,,,,,,,,
IBULHSGFIN,IBULHSGFIN.NS,,,,,,,,,
RBLBANK,RBLBANK.NS,,,,,,,,,
IRFC,IRFC.NS,,,,,,,,,
ENGINERSIN,ENGINERSIN.NS,,,,,,,,,
IDEA,IDEA.NS,,,,,,,,,
FACT,FACT.NS,,,,,,,,,
PATANJALI,PATANJALI.NS,,,,,,,,,
AWL,AWL.NS,,,,,,,,,
TV18BRDCST,TV18BRDCST.NS,,,,,,,,,
CHAMBLFERT,CHAMBLFERT.NS,,,,,,,,,
MAHABANK,MAHABANK.NS,,,,,,,,,
SUZLON,SUZLON.NS,,,,,,,,,
KALYANKJIL,KALYANKJIL.NS,,,,,,,,,
WESTLIFE,WESTLIFE.NS,,,,,,,,,
TRIVENI,TRIVENI.NS,,,,,,,,,
COCHINSHIP,COCHINSHIP.NS,,,,,,,,,
SUNTECK,SUNTECK.NS,,,,,,,,,
SAPPHIRE,SAPPHIRE.NS,,,,,,,,,
GODFRYPHLP,GODFRYPHLP.NS,,,,,,,,,
RITES,RITES.NS,,,,,,,,,
AEGISCHEM,AEGISCHEM.NS,,,,,,,,,
MAZDOCK,MAZDOCK.NS,,,,,,,,,
UNIONBANK,UNIONBANK.NS,,,,,,,,,
PNB,PNB.NS,,,,,,,,,
RCF,RCF.NS,,,,,,,,,
JUBLFOOD,JUBLFOOD.NS,,,,,,,,,
POLICYBZR,POLICYBZR.NS,,,,,,,,,
CANBK,CANBK.NS,,,,,,,,,
SWANENERGY,SWANENERGY.NS,,,,,,,,,
TCIEXP,TCIEXP.NS,,,,,,,,,
GREENPANEL,GREENPANEL.NS,,,,,,,,,
RENUKA,RENUKA.NS,,,,,,,,,
NIACL,NIACL.NS,,,,,,,,,
GAEL,GAEL.NS,,,,,,,,,
BEML,BEML.NS,,,,,,,,,
MFSL,MFSL.NS,,,,,,,,,
RAYMOND,RAYMOND.NS,,,,,,,,,
GICRE,GICRE.NS,,,,,,,,,
