STARHEALTH,STARHEALTH.NS,,,,,,,,,
OBEROIRLTY,OBEROIRLTY.NS,,,,,,,,,
DALBHARAT,DALBHARAT.NS,,,,,,,,,
GLAXO,GLAXO.NS,,,,,,,,,
NATCOPHARM,NATCOPHARM.NS,,,,,,,,,
HINDZINC,HINDZINC.NS,,,,,,,,,
IGL,IGL.NS,,,,,,,,,
TIINDIA,TIINDIA.NS,,,,,,,,,
PHOENIXLTD,PHOENIXLTD.NS,,,,,,,,,
PETRONET,PETRONET.NS,,,,,,,,,
LTTS,LTTS.NS,,,,,,,,,
TATAELXSI,TATAELXSI.NS,,,,,,,,,
SUNDRMFAST,SUNDRMFAST.NS,,,,,,,,,
CUMMINSIND,CUMMINSIND.NS,,,,,,,,,
LUPIN,LUPIN.NS,,,,,,,,,
ABBOTINDIA,ABBOTINDIA.NS,,,,,,,,,
MAXHEALTH,MAXHEALTH.NS,,,,,,,,,
HONAUT,HONAUT.NS,,,,,,,,,
KPRMILL,KPRMILL.NS,,,,,,,,,
BHARATFORG,BHARATFORG.NS,,,,,,,,,
COFORGE,COFORGE.NS,,,,,,,,,
SANOFI,SANOFI.NS,,,,,,,,,
OFSS,OFSS.NS,,,,,,,,,
VOLTAS,VOLTAS.NS,,,,,,,,,
SCHAEFFLER,SCHAEFFLER.NS,,,,,,,,,
RELAXO,RELAXO.NS,,,,,,,,,
ASHOKLEY,ASHOKLEY.NS,,,,,,,,,
SOLARINDS,SOLARINDS.NS,,,,,,,,,
UBL,UBL.NS,,,,,,,,,
PFIZER,PFIZER.NS,,,,,,,,,
IEX,IEX.NS,,,,,,,,,
FLUOROCHEM,FLUOROCHEM.NS,,,,,,,,,
HINDPETRO,HINDPETRO.NS,,,,,,,,,
DEEPAKNTR,DEEPAKNTR.NS,,,,,,,,,
JSWENERGY,JSWENERGY.NS,,,,,,,,,
JKCEMENT,JKCEMENT.NS,,,,,,,,,
INDIAMART,INDIAMART.NS,,,,,,,,,
HAPPSTMNDS,HAPPSTMNDS.NS,,,,,,,,,
GODREJIND,GODREJIND.NS,,,,,,,,,
SUNTV,SUNTV.NS,,,,,,,,,
AUBANK,AUBANK.NS,,,,,,,,,
FORTIS,FORTIS.NS,,,,,,,,,
TATACHEM,TATACHEM.NS,,,,,,,,,
KANSAINER,KANSAINER.NS,,,,,,,,,
SAIL,SAIL.NS,,,,,,,,,
CRISIL,CRISIL.NS,,,,,,,,,
GODREJPROP,GODREJPROP.NS,,,,,,,,,
TVSMOTOR,TVSMOTOR.NS,,,,,,,,,
BATAINDIA,BATAINDIA.NS,,,,,,,,,
ABB,ABB.NS,,,,,,,,,
ISEC,ISEC.NS,,,,,,,,,
POONAWALLA,POONAWALLA.NS,,,,,,,,,
ASTRAL,ASTRAL.NS,,,,,,,,,
TORNTPOWER,TORNTPOWER.NS,,,,,,,,,
LALPATHLAB,LALPATHLAB.NS,,,,,,,,,
ENDURANCE,ENDURANCE.NS,,,,,,,,,
ABFRL,ABFRL.NS,,,,,,,,,
HATSUN,HATSUN.NS,,,,,,,,,
YESBANK,YESBANK.NS,,,,,,,,,
NATIONALUM,NATIONALUM.NS,,,,,,,,,
FEDERALBNK,FEDERALBNK.NS,,,,,,,,,
PRESTIGE,PRESTIGE.NS,,,,,,,,,
AJANTPHARM,AJANTPHARM.NS,,,,,,,,,
GSPL,GSPL.NS,,,,,,,,,
GMRINFRA,GMRINFRA.NS,,,,,,,,,
TATACOMM,TATACOMM.NS,,,,,,,,,
RAJESHEXPO,RAJESHEXPO.NS,,,,,,,,,
ZEEL,ZEEL.NS,,,,,,,,,
EMAMILTD,EMAMILTD.NS,,,,,,,,,
IDFCFIRSTB,IDFCFIRSTB.NS,,,,,,,,,
DEVYANI,DEVYANI.NS,,,,,,,,,
L&TFH,L&TFH.NS,,,,,,,,,
ESCORTS,ESCORTS.NS,,,,,,,,,
OIL,OIL.NS,,,,,,,,,
NHPC,NHPC.NS,,,,,,,,,
CONCOR,CONCOR.NS,,,,,,,,,
WHIRLPOOL,WHIRLPOOL.NS,,,,,,,,,
3MINDIA,3MINDIA.NS,,,,,,,,,
AFFLE,AFFLE.NS,,,,,,,,,
LICHSGFIN,LICHSGFIN.NS,,,,,,,,,
BLUEDART,BLUEDART.NS,,,,,,,,,
RECLTD,RECLTD.NS,,,,,,,,,
NAM-INDIA,NAM-INDIA.NS,,,,,,,,,
ABCAPITAL,ABCAPITAL.NS,,,,,,,,,
BANKINDIA,BANKINDIA.NS,,,,,,,,,
PFC,PFC.NS,,,,,,,,,
TRIDENT,TRIDENT.NS,,,,,,,,,
BHEL,BHEL.NS,,,,,,,,,
INDIANB,INDIANB.NS,,,,,,,,,
IRFC,IRFC.NS,,,,,,,,,
IDEA,IDEA.NS,,,,,,,,,
AWL,AWL.NS,,,,,,,,,
PATANJALI,PATANJALI.NS,,,,,,,,,
UNIONBANK,UNIONBANK.NS,,,,,,,,,
PNB,PNB.NS,,,,,,,,,
JUBLFOOD,JUBLFOOD.NS,,,,,,,,,
POLICYBZR,POLICYBZR.NS,,,,,,,,,
CANBK,CANBK.NS,,,,,,,,,
NIACL,NIACL.NS,,,,,,,,,
MFSL,MFSL.NS,,,,,,,,,
GICRE,GICRE.NS,,,,,,,,,
